wav_filepath,wav_filesize,duration,transcript
data/raw/audio/sm04500902029.wav,103484,3.232,tada ona s dva prsta primi žabu
data/raw/audio/sm04500301014.wav,103726,3.24,konj mlade kraljevne zvao se falada
data/raw/audio/sm04500503053.wav,149440,4.669,i zavuče se među granje tako da kraljević nije znao kamo je nestala
data/raw/audio/sm04500901061.wav,137164,4.285,čekaj stani uzvika se žaba za njom
data/raw/audio/sm04500504050.wav,38046,1.188,te mu se poklonila
data/raw/audio/sm04500501054.wav,39644,1.238,pepelom posuta
data/raw/audio/sm04500605073.wav,108844,3.4,vani se oborila takva oluja da se jedva držao na nogama
data/raw/audio/sm04500301046.wav,130044,4.062,kako su izbile na rijeku kraljevna još jednom reče dvorkinji
data/raw/audio/sm04500604077.wav,72364,2.26,upita iverak kad je izbio na površje
data/raw/audio/sm04500204101.wav,30124,0.94,nakon nekog vremena
data/raw/audio/sm04500104032.wav,162286,5.07,on se nije ni osvrtao na nju nego krenu da razgleda krletke sa pticama
data/raw/audio/sm04500501023.wav,77644,2.425,ali ružne i crne u srcu
data/raw/audio/sm04500102068.wav,91068,2.845,nije odapeo otponac nego uze
data/raw/audio/sm04500804085.wav,151720,4.74,opaka kraljica ošinu je strašnim pogledom i zlobno se naceri
data/raw/audio/sm04500704073.wav,117706,3.677,dok me njegova smrt ne oslobodi sad je dobio što je zaslužio
data/raw/audio/sm04500501070.wav,31404,0.98,te mu ga zbaci
data/raw/audio/sm04500203006.wav,188918,5.902,divovi se preplašili
data/raw/audio/sm04500203077.wav,167062,5.219,ni ovaj drugi nije ostao dužan nego je odmastio istom mjerom
data/raw/audio/sm04500901009.wav,122764,3.835,za kraljevskim dvorima pružala se velika tamna šuma
data/raw/audio/sm04500902080.wav,139882,4.37,imao se mladi kraljević s najmlađom kraljevom odvesti u svoju kraljevinu
data/raw/audio/sm04500102098.wav,50572,1.579,i trčati u šumu
data/raw/audio/sm04501002048.wav,26736,0.834,ja ću ti pomoći
data/raw/audio/sm04500601092.wav,39644,1.238,malo predsoblje
data/raw/audio/sm04500204070.wav,38684,1.208,ugledao krojača
data/raw/audio/sm04501001004.wav,150122,4.69,što ju je umjesila s jajima i bocu vina da ne bude gladan i žedan
data/raw/audio/sm04500501060.wav,35564,1.11,zatim upita pepeljugu
data/raw/audio/sm04500204077.wav,82364,2.572,no domišljati je krojač brzo skočio na prozor
data/raw/audio/sm04500301085.wav,194926,6.09,opazio je kako je fina nježna i lijepa te odmah tobožnju zaručnicu upitao
data/raw/audio/sm04500301036.wav,64686,2.02,zatim joj se ote uzdah
data/raw/audio/sm04500702051.wav,105324,3.29,a kamo ćeš dragi medo upita snjeguljica
data/raw/audio/sm04500601031.wav,95084,2.97,skide ribu s udice i baci je natrag u prozirnu vodu
data/raw/audio/sm04500204130.wav,91884,2.87,krojačić pak koji se samo pretvarao da spava
data/raw/audio/sm04500201004.wav,91724,2.865,šio baš svojski
data/raw/audio/sm04500605063.wav,115004,3.592,zaklinjem te urazumi se i ostani papom
data/raw/audio/sm04500401102.wav,31938,0.997,vrijeme kratila
data/raw/audio/sm04500503016.wav,144124,4.503,kad se uvečerilo djevojka krenu doma a kraljević odmah za njom da vidi
data/raw/audio/sm04501002025.wav,93646,2.925,ali kralju zet ne bijaše po ćudi
data/raw/audio/sm04500805006.wav,65484,2.045,ne bi li našli štogod otrovno
data/raw/audio/sm04500202101.wav,117884,3.683,pa ovdje je kudikamo šire i prostranije nego li u mojoj radionici
data/raw/audio/sm04500704033.wav,41964,1.31,djevojke zastale i gledale
data/raw/audio/sm04500201035.wav,167212,5.224,ali se dosadne muhe koje nisu razumjele njegova govora nisu dale otjerati
data/raw/audio/sm04500703037.wav,102608,3.205,morao je poigravati kako je riba vukla
data/raw/audio/sm04500102074.wav,68034,2.125,i pokaza se crvena kapica
data/raw/audio/sm04500204088.wav,31406,0.98,ode kralju
data/raw/audio/sm04500804081.wav,49004,1.53,ne mogaše odoljeti
data/raw/audio/sm04500302083.wav,74960,2.341,uzgleda gore i protisnu uzdah
data/raw/audio/sm04500102018.wav,69704,2.177,a inače sam tako rado kod bake
data/raw/audio/sm04500805071.wav,32192,1.005,kamo me nosite
data/raw/audio/sm04500401050.wav,48726,1.521,jer je ugledao gdje se pred njim
data/raw/audio/sm04500902040.wav,108682,3.395,kako žaba tresnu o zid i pade na pod
data/raw/audio/sm04500601077.wav,87964,2.748,nije rada da i dalje stanuje u onom svinjcu
data/raw/audio/sm04500703047.wav,32910,1.027,odrezati
data/raw/audio/sm04500201068.wav,84480,2.639,krojačić mu hrabro priđe
data/raw/audio/sm04500803059.wav,123618,3.862,ako ne smiješ nikoga pustiti možeš barem robu pogledati
data/raw/audio/sm04500302082.wav,73178,2.285,tamna gradska vrata djevojka u prolazu
data/raw/audio/sm04500802024.wav,71516,2.233,bijele bjelcate
data/raw/audio/sm04500802067.wav,54170,1.691,pritrčaše oni
data/raw/audio/sm04500501018.wav,105964,3.31,a kad je sunce u proljeće otopilo snježni bijeli pokrivač
data/raw/audio/sm04500803050.wav,239642,7.487,čuvši to opaka kraljica uskipi od bijesa jer je razabrala da je snjeguljica oživjela
data/raw/audio/sm04500702030.wav,70764,2.21,prosca treba paziti
data/raw/audio/sm04500401068.wav,88046,2.75,kad ti žena rodi dijete meni ćeš ga dati
data/raw/audio/sm04500501052.wav,44364,1.385,i tu se skutriti
data/raw/audio/sm04500602005.wav,105644,3.3,uzano dvorište i premali vrt
data/raw/audio/sm04500805075.wav,34622,1.081,umiri se
data/raw/audio/sm04500102056.wav,37290,1.164,reče u sebi
data/raw/audio/sm04500203083.wav,186802,5.836,isuka mač te jednome i drugom divu zada dva tri valjana udarca u grudi
data/raw/audio/sm04500805113.wav,89886,2.808,naposljetku se pribra i htjede pobjeći
data/raw/audio/sm04500102008.wav,58746,1.834,pa kad ga je dovoljno nabrala
data/raw/audio/sm04500101081.wav,39984,1.248,i stvaraju
data/raw/audio/sm04500602008.wav,88354,2.76,idi zovni iverka
data/raw/audio/sm04500302112.wav,148328,4.634,stari mu kralj zapovjedi neka iznese što je to s njome i čime ga ona ljuti
data/raw/audio/sm04501002098.wav,48676,1.52,te od prosca zaište
data/raw/audio/sm04500901066.wav,108284,3.382,sutradan kad je kraljevna s kraljem
data/raw/audio/sm04500601008.wav,26764,0.835,a jednog dana
data/raw/audio/sm04500601011.wav,52764,1.647,povuci pa kad izvuče lovinu
data/raw/audio/sm04500102007.wav,75834,2.368,trčala naokolo za cvijećem
data/raw/audio/sm04501002037.wav,31966,0.998,bukvan ga upita
data/raw/audio/sm04500604100.wav,51244,1.6,eto si sad i papa
data/raw/audio/sm04500204004.wav,58924,1.84,ali mi ni vlas s glave ne manjka
data/raw/audio/sm04500502048.wav,95324,2.978,pa grličice pa naposljetku zašumila mnoga krilašca
data/raw/audio/sm04500504035.wav,86762,2.71,i vidje kako krv curi iz cipele
data/raw/audio/sm04500803058.wav,178058,5.563,snjeguljica pomoli glavu kroz prozor i reče idite dalje ne smijem nikoga pustiti unutra
data/raw/audio/sm04500102032.wav,34224,1.068,bakice
data/raw/audio/sm04500302056.wav,60938,1.903,prosu se samo zlato
data/raw/audio/sm04500104052.wav,65502,2.046,i s njome kreće k vratima
data/raw/audio/sm04501001037.wav,123404,3.855,on lijepo gusku pod mišku pa s njom odmah odande
data/raw/audio/sm04500805003.wav,40800,1.274,leži ukočena
data/raw/audio/sm04500805093.wav,66364,2.072,ogledalce kaži meni
data/raw/audio/sm04500502024.wav,179724,5.615,sve druge ptičice i lijepo sva dobra zrna otrijebiše u zdjelu
data/raw/audio/sm04500603054.wav,42924,1.34,suprotstavi se muž
data/raw/audio/sm04501001070.wav,192924,6.027,kad je došao u šumu i njega srete stari sijedi čovuljak pozdravi ga te mu reče
data/raw/audio/sm04500604014.wav,46684,1.458,kako se spuštaju stube
data/raw/audio/sm04500302080.wav,52768,1.648,i opet je jutro objutrilo
data/raw/audio/sm04500704025.wav,124284,3.882,djevojke su već navikle na njegovu nezahvalnost pa i nisu marile
data/raw/audio/sm04501001027.wav,162444,5.075,bukvan će mu tada dobroćudno imam samo kruha zagorjela u pepelu i kisela piva
data/raw/audio/sm04500603052.wav,63244,1.975,moram sada biti i carica
data/raw/audio/sm04500401035.wav,79406,2.48,prije nego što pustiš da ti žena umre
data/raw/audio/sm04500604059.wav,38124,1.19,nevoljko išao
data/raw/audio/sm04500201045.wav,114420,3.574,reče samom sebi zadivljen svojim junaštvom
data/raw/audio/sm04500604007.wav,57004,1.78,kamenjem u jednoj ruci
data/raw/audio/sm04500104056.wav,125642,3.925,ali ona samo odsječe nikad je više nećeš vidjeti
data/raw/audio/sm04500501069.wav,81244,2.538,zape mu ljeskova grančica o šešir
data/raw/audio/sm04500201037.wav,166890,5.214,kad je to krojačiću najposlije dotužilo te se baš ražestio
data/raw/audio/sm04500201087.wav,90948,2.841,ovamo gore draga ženo evo kupca
data/raw/audio/sm04500203014.wav,123966,3.873,i odoše i javiše kralju sve misleći ako izbije rat
data/raw/audio/sm04500104042.wav,81884,2.558,u zadovoljstvu i sreći
data/raw/audio/sm04500801024.wav,262202,8.192,ponajljepša u svoj zemlji između mnogih ljepotica koja li je krasotica
data/raw/audio/sm04500603005.wav,42604,1.33,govorio je čovjek u sebi
data/raw/audio/sm04500804100.wav,101688,3.176,koliko se već zavidno srce može smiriti
data/raw/audio/sm04500502079.wav,44924,1.403,maćeha i njezine kćeri
data/raw/audio/sm04500204104.wav,75084,2.345,kaput i zakrpaj mi hlače i požuri
data/raw/audio/sm04500204100.wav,51804,1.617,postade kralj
data/raw/audio/sm04500902025.wav,83084,2.595,bojala se hladne žabe
data/raw/audio/sm04500401074.wav,91566,2.86,nadjenu ona djetetu ime matovilka
data/raw/audio/sm04500504064.wav,40206,1.255,kojim su uskipjele
data/raw/audio/sm04500603029.wav,76512,2.39,i skupocjeni sagovi i prostirke
data/raw/audio/sm04500504067.wav,87406,2.73,na konja pa odjahao odande
data/raw/audio/sm04500401075.wav,30446,0.95,po onoj salati
data/raw/audio/sm04500805008.wav,94924,2.965,počešljaše kosu umiše je vodom i vinom
data/raw/audio/sm04500201025.wav,145936,4.559,ali neću zagristi prije nego što dogotovim ovaj kaputić
data/raw/audio/sm04500204067.wav,40604,1.268,to mi je prava dječja igra
data/raw/audio/sm04500901068.wav,91484,2.857,i počela jesti iz svoga zlatnog tanjura
data/raw/audio/sm04501002080.wav,36766,1.148,i sve mi zavrće
data/raw/audio/sm04500204019.wav,84206,2.63,prije nego što dobiješ moju kćer i
data/raw/audio/sm04500802015.wav,63844,1.994,milina ti pogledati
data/raw/audio/sm04500703008.wav,54764,1.71,obrecnu se patuljak na nju
data/raw/audio/sm04500401105.wav,51584,1.611,pa je tražio vrata na kuli
data/raw/audio/sm04500504070.wav,76606,2.393,kraljević na konju žuri
data/raw/audio/sm04500501042.wav,52924,1.653,kuhala i prala
data/raw/audio/sm04501001007.wav,210844,6.588,a mudri sin samo odsječe dadem li tebi neće biti meni hajde tornjaj se svojim putem
data/raw/audio/sm04500602070.wav,91908,2.871,upita žena svoga muža
data/raw/audio/sm04500103019.wav,99262,3.101,i odnijela u posebnu prostoriju svoga dvorca
data/raw/audio/sm04500302046.wav,43858,1.369,protuži gledajući gore
data/raw/audio/sm04500805083.wav,68764,2.147,da kadikad vidim svoje drage patuljke
data/raw/audio/sm04500602012.wav,129386,4.042,kad je kućica dobra i predobra prigovori muž
data/raw/audio/sm04500902053.wav,52844,1.65,a taj vijerni henrik
data/raw/audio/sm04501001052.wav,149644,4.675,bukvan ujutro spodbi gusku pod mišku i krenu odande
data/raw/audio/sm04500201033.wav,55394,1.73,tko vas je zvao
data/raw/audio/sm04500804091.wav,55084,1.72,tek što se vratila na dvore
data/raw/audio/sm04500101044.wav,71748,2.241,dobar dan crvenkapice
data/raw/audio/sm04500301077.wav,119084,3.72,ali je falada sve vidio i sve upamtio
data/raw/audio/sm04500804088.wav,200446,6.263,ljepotice bijela kao snijeg rumena kao ruža i crnokosa kao ebanovina
data/raw/audio/sm04500504004.wav,104722,3.271,i majka bijaše s njom da joj pomogne
data/raw/audio/sm04500302007.wav,120762,3.772,preuze kralj imam ja momčića što mi čuva guske
data/raw/audio/sm04500502069.wav,23164,0.723,i zazva
data/raw/audio/sm04500301076.wav,93806,2.93,ustrašena kraljevna svečano obeća da će šutjeti
data/raw/audio/sm04500501004.wav,81084,2.533,pa kad je osjetila da joj se bliži kraj
data/raw/audio/sm04500302031.wav,41744,1.303,ta gradska vrata
data/raw/audio/sm04500703021.wav,112808,3.524,kad su došle do vode ugledaju nešto nalik
data/raw/audio/sm04500704072.wav,92364,2.885,te sam kao divlji medvjed morao lutati šumama
data/raw/audio/sm04500102058.wav,69890,2.183,treba da pogledam što joj je
data/raw/audio/sm04500605041.wav,56010,1.749,ali je čuo i
data/raw/audio/sm04500901011.wav,79564,2.485,nalazio se dubok studenac
data/raw/audio/sm04500302045.wav,48196,1.505,u prolazu uzdahnu i
data/raw/audio/sm04500902056.wav,110042,3.437,kočijom što je s vjernim henrikom pred dvore stigla
data/raw/audio/sm04500801002.wav,150830,4.712,bijaše to jednom usred zime
data/raw/audio/sm04500805068.wav,61964,1.935,a snjeguljici ispade otrovni zalogaj
data/raw/audio/sm04500805046.wav,50764,1.585,i u njemu lijepu snjeguljicu
data/raw/audio/sm04500503026.wav,148124,4.628,i trećeg dana kad su roditelji sa dvjema kćerima otišli od kuće
data/raw/audio/sm04500402066.wav,109492,3.42,nekoliko je godina tako u svome jadu i bijedi tumarao kojekuda
data/raw/audio/sm04500401048.wav,70446,2.2,ali kad se spusti niza nj
data/raw/audio/sm04500604085.wav,41004,1.28,kad se ribar vratio
data/raw/audio/sm04500402006.wav,22500,0.702,u sumračje
data/raw/audio/sm04500701027.wav,162446,5.075,na vratima se pojavi medvjed mrk i golem
data/raw/audio/sm04500104006.wav,172846,5.4,ona nešto promrmlja uze slavuja u ruke te ga odnese
data/raw/audio/sm04501002026.wav,23406,0.73,pa je uzeo
data/raw/audio/sm04500601076.wav,77404,2.417,pa bi sada moja žena da nam ispuniš jednu želju
data/raw/audio/sm04500902010.wav,170524,5.327,skanjivala se kraljevna dok joj na posljetku sam kralj ne zapovijedi da učini tako
data/raw/audio/sm04500504012.wav,73404,2.292,on je nato kao svoju zaručnicu
data/raw/audio/sm04500103048.wav,59766,1.866,a druga još stajala nad njim
data/raw/audio/sm04500802110.wav,36154,1.128,neka bude smotrena
data/raw/audio/sm04500704027.wav,105484,3.295,kad na povratku opet bijahu na pustopoljini
data/raw/audio/sm04500203013.wav,126444,3.95,što će taj veliki ratnik i junak ovdje usred mira
data/raw/audio/sm04500802101.wav,52376,1.635,lijepo će ti biti kod nas
data/raw/audio/sm04500805052.wav,44764,1.397,odgovoriše mu patuljci
data/raw/audio/sm04500602015.wav,116258,3.632,nikako ženo usprotivi se muž
data/raw/audio/sm04501002084.wav,32980,1.029,pritače bukvan
data/raw/audio/sm04500101017.wav,42584,1.329,crvenkapica
data/raw/audio/sm04500102004.wav,71098,2.22,leže u bakinu postelju
data/raw/audio/sm04500702076.wav,120524,3.765,lice mu uvelo i smežurano kao kora na onome starom drvetu
data/raw/audio/sm04500301057.wav,81162,2.535,a kaplje krvi na rupčiću šapnuše
data/raw/audio/sm04500202044.wav,108550,3.391,samo ti uzmi deblo na pleća a ja ću ponijeti grane s lišćem
data/raw/audio/sm04500101098.wav,45742,1.428,bakinoj kućici
data/raw/audio/sm04500204015.wav,65084,2.033,pokajao zbog svog obećanja
data/raw/audio/sm04501002036.wav,76364,2.385,a vrlo je žalostan sav se snuždio
data/raw/audio/sm04500401111.wav,34744,1.084,te osluškivao
data/raw/audio/sm04500802009.wav,50104,1.564,ugleda kućicu
data/raw/audio/sm04500501050.wav,69724,2.178,nego joj valjalo leći u pepeo
data/raw/audio/sm04500902038.wav,57484,1.795,valjda ćeš se sada umiriti
data/raw/audio/sm04500703026.wav,64502,2.014,patuljka s kusatom bradom
data/raw/audio/sm04500203076.wav,71324,2.228,riknu on pa skoči kao mahnit
data/raw/audio/sm04500103030.wav,75204,2.349,pazi da ne priđeš preblizu dvorcu
data/raw/audio/sm04501002072.wav,175724,5.49,ondje na istome onom mjestu sjedio mršonja tužna lica i stezao pojas na sebi
data/raw/audio/sm04500702037.wav,53564,1.673,sestre puste medvjeda van
data/raw/audio/sm04500103036.wav,92130,2.878,grlice sjetno gugutale na starim bukvama
data/raw/audio/sm04500802087.wav,61068,1.907,pitali je patuljci dalje
data/raw/audio/sm04500202033.wav,66258,2.069,poletje još dalje uvis
data/raw/audio/sm04500504080.wav,33006,1.03,jedna s lijeve
data/raw/audio/sm04500301096.wav,99322,3.102,zahiti vode na potoku ožednjela sam
data/raw/audio/sm04500302061.wav,57750,1.803,i valjda bi iščupao cio uvojak
data/raw/audio/sm04500604084.wav,81722,2.552,pa se zagnjuri u uzgibano more
data/raw/audio/sm04500802074.wav,74018,2.312,toliko se zadiviše i toliko ganuše
data/raw/audio/sm04501002052.wav,87566,2.735,i nato odvede žednoga u kraljevski podrum
data/raw/audio/sm04500803043.wav,76954,2.403,kad je zla kraljica došla na dvore
data/raw/audio/sm04500802011.wav,82960,2.591,te uđe da ondje počine
data/raw/audio/sm04500203047.wav,87610,2.736,hoću prihvaćam
data/raw/audio/sm04500102069.wav,39798,1.242,nožice
data/raw/audio/sm04500503041.wav,58598,1.83,pomisli stari
data/raw/audio/sm04500805044.wav,74604,2.33,i htjede da prenoći kod patuljaka
data/raw/audio/sm04500502001.wav,96844,3.025,ta kako bi ti pepeljugo onamo
data/raw/audio/sm04500902022.wav,145884,4.558,prenesi me sada u svoju sobicu i pripremi svilenu posteljicu
data/raw/audio/sm04500104061.wav,142124,4.44,sad više nije mogla čarati presahlo je umjeće
data/raw/audio/sm04500602027.wav,96428,3.012,voda više nije bila ni zelena ni žuta
data/raw/audio/sm04500102075.wav,44814,1.399,zareza još dvaput
data/raw/audio/sm04500501057.wav,101884,3.183,pa upitao dvije pastorke što bi im odande donio
data/raw/audio/sm04500804050.wav,58284,1.82,odma bi mrtav pao na tlo
data/raw/audio/sm04500605093.wav,46444,1.45,odslovi iverak
data/raw/audio/sm04500204022.wav,66924,2.09,u istoj onoj šumi švrlja i
data/raw/audio/sm04500204147.wav,146044,4.562,svezati ga i prenijeti na brod koji će ga odvesti u široki svijet
data/raw/audio/sm04501001006.wav,188764,5.897,bi li mi dao malo bazlamače iz svoje torbe i gutljaj svoga vina tako sam gladan i žedan
data/raw/audio/sm04500204083.wav,146284,4.57,teška i bespomoćna nije mogla skočiti na prozor pa van i tako vepar
data/raw/audio/sm04500901005.wav,70764,2.21,a najmlađa bila tako lijepa
data/raw/audio/sm04500302011.wav,35754,1.116,i guske čuvati
data/raw/audio/sm04500301013.wav,94122,2.94,a jedna je i druga dobila konja za put
data/raw/audio/sm04500601061.wav,106362,3.322,more ondje nije više bilo blistavo i prozirno nego nekako
data/raw/audio/sm04500601081.wav,59164,1.847,žena sjedi pred vratima
data/raw/audio/sm04500901086.wav,104764,3.272,dotle se i drugi put začulo kucanje i dozivanje
data/raw/audio/sm04500101064.wav,36268,1.132,a vuk
data/raw/audio/sm04500604064.wav,50924,1.59,oblaci se nebom nagonili
data/raw/audio/sm04500902042.wav,65324,2.04,lijepih i prijaznih očiju
data/raw/audio/sm04500702070.wav,116284,3.632,majka posla kćeri u šumu da sakupe suharaka za vatru
data/raw/audio/sm04500301068.wav,145326,4.54,kad je kraljevna namjerila da opet uzjaše na svoga konja na faladu
data/raw/audio/sm04500503003.wav,80444,2.513,da to možda nije pepeljuga
data/raw/audio/sm04500604098.wav,55724,1.74,i papuču joj cjelivaju
data/raw/audio/sm04500605046.wav,93804,2.93,što je ženo što to kažeš
data/raw/audio/sm04500201054.wav,121084,3.783,prije nego što je krenuo obazreo se po kući
data/raw/audio/sm04500101014.wav,49086,1.533,tako lijepo pristajala
data/raw/audio/sm04500204103.wav,49326,1.54,deder momče saši mi
data/raw/audio/sm04500804052.wav,80202,2.505,odjenu se kao stara seljakinja
data/raw/audio/sm04500604048.wav,56924,1.778,ma urazumi se ženska glavo
data/raw/audio/sm04500504044.wav,45174,1.41,ali se maćeha usprotivi
data/raw/audio/sm04500203049.wav,166924,5.215,a ona mi stotina konjanika nije potrebna jer tko ih sedam dokusuri jednim udarcem
data/raw/audio/sm04500201052.wav,133458,4.169,krojač opasa pojas oko pasa
data/raw/audio/sm04500605095.wav,27688,0.864,i eno je
data/raw/audio/sm04500703044.wav,47502,1.483,vraški se zamrsili
data/raw/audio/sm04500504023.wav,58998,1.842,ali peta
data/raw/audio/sm04500503004.wav,145962,4.56,pa kad mu donesoše sjekiru i pijuk razvali on golubinjak
data/raw/audio/sm04500501083.wav,77484,2.42,i u lijepo drvo izrasla
data/raw/audio/sm04500101055.wav,93668,2.926,pa neka se bolesna i nemoćna baka malko okrijepi
data/raw/audio/sm04500902002.wav,32934,1.028,pouči je kralj
data/raw/audio/sm04500502074.wav,70604,2.205,i k tome svilene cipelice
data/raw/audio/sm04500803034.wav,102466,3.201,uvečer se sedam patuljaka vrati kući
data/raw/audio/sm04500501092.wav,127004,3.967,pozvao je na dvore sve lijepe djevojke u svojoj kraljevini
data/raw/audio/sm04500502017.wav,41884,1.308,kroz kuhinjski prozor
data/raw/audio/sm04500402070.wav,126126,3.94,dječakom i kćerkicom što ih je na svijet donijela
data/raw/audio/sm04500302030.wav,84980,2.654,u gradu bila velika i mračna vrata
data/raw/audio/sm04500202057.wav,50468,1.576,nije mogao dalje te uzviknu
data/raw/audio/sm04500804063.wav,96524,3.015,a htjela bih se riješiti ovih jabuka
data/raw/audio/sm04500203060.wav,107992,3.373,tako da je sjedio baš nad dvojicom spavača
data/raw/audio/sm04500902067.wav,64284,2.007,nisu kola gospodaru
data/raw/audio/sm04500603001.wav,65004,2.03,jako se jadan sneveselio
data/raw/audio/sm04500902006.wav,42372,1.323,pa za kraljevnom
data/raw/audio/sm04500704011.wav,78604,2.455,u isti tren čuvše vrisak
data/raw/audio/sm04500601101.wav,49404,1.542,zar nije lijepo
data/raw/audio/sm04500202052.wav,98670,3.082,bio on dobre volje i veseo te uzeo fićukati pjesmicu
data/raw/audio/sm04500401010.wav,45004,1.405,koja je imala veliku moć
data/raw/audio/sm04500805050.wav,60524,1.89,možete za nj tražiti što god hoćete
data/raw/audio/sm04500703031.wav,80368,2.51,pa mu vjetar zapleo bradu za povraz
data/raw/audio/sm04501001030.wav,98044,3.062,vidim u tebe je plemenito srce
data/raw/audio/sm04500702061.wav,76284,2.382,snjeguljica se ožalostila zbog rastanka
data/raw/audio/sm04500501013.wav,41404,1.292,te promijeni svijetom
data/raw/audio/sm04500103015.wav,53060,1.657,ona ne bi oslobodila čarolije
data/raw/audio/sm04501001057.wav,219886,6.87,i dok ih je tako korio i grdio uhvati najmlađu za ruku da bi je povukao natrag i odvojio
data/raw/audio/sm04500204023.wav,124044,3.875,pustoši opak jednorog i veliku štetu nanosi
data/raw/audio/sm04500501065.wav,35404,1.105,i nju mi donesite
data/raw/audio/sm04500605033.wav,24418,0.762,njima
data/raw/audio/sm04500902063.wav,46844,1.462,okrenu se on henriku
data/raw/audio/sm04500802038.wav,110002,3.436,i brzo u san utonu
data/raw/audio/sm04500802116.wav,82790,2.586,mišljaše da je opet prva po ljepoti
data/raw/audio/sm04500802078.wav,41498,1.295,kad je objutrilo
data/raw/audio/sm04500204109.wav,54844,1.712,pa se ujutro potužila ocu
data/raw/audio/sm04500702019.wav,51644,1.613,bijaše mu ugodno
data/raw/audio/sm04500602082.wav,126216,3.943,muž se još protezao ali ga ona gurnu laktom i reče
data/raw/audio/sm04500804048.wav,88204,2.755,svakomu bi za njom zazubice rasle
data/raw/audio/sm04500204059.wav,40366,1.26,sad mu je krojač
data/raw/audio/sm04500601026.wav,52284,1.633,pržim ili kuham ribu koja govori
data/raw/audio/sm04500402072.wav,94600,2.955,oču glas koji mu se učini nekako poznat
data/raw/audio/sm04500501037.wav,59324,1.853,pa je otjerale u kuhinju
data/raw/audio/sm04501002111.wav,30606,0.955,preuze čovuljak
data/raw/audio/sm04500704008.wav,114444,3.575,dok su onuda išle vidješe gdje nebom u širokim krugovima
data/raw/audio/sm04500902068.wav,73804,2.305,no željezni obruč puca
data/raw/audio/sm04500301006.wav,51246,1.6,kad je kći poodrasla
data/raw/audio/sm04500805117.wav,49724,1.552,i u njima plesati
data/raw/audio/sm04500601032.wav,127324,3.978,na to iverak uroni u dubinu i za sobom ostavi dug krvav trag
data/raw/audio/sm04500102102.wav,155372,4.854,njime natrpaše vuka pa kad se probudio i namjerio da pobjegne nije mogao
data/raw/audio/sm04500302036.wav,45524,1.421,nego je kad padne mrak
data/raw/audio/sm04500102095.wav,108528,3.39,pa se stara tako okrijepila i oporavila
data/raw/audio/sm04500102076.wav,69148,2.159,a ono iz vučje utrobe
data/raw/audio/sm04500801037.wav,109324,3.415,nadutost zavist i povrijeđena taština
data/raw/audio/sm04500102029.wav,43512,1.358,a sve je nekako
data/raw/audio/sm04500303075.wav,126844,3.962,pa upregnuti dva konja da bačvu vuku dok onaj u njoj ne crkne
data/raw/audio/sm04500504009.wav,47150,1.472,djevojka učini tako
data/raw/audio/sm04500104055.wav,100764,3.147,krupna i sjajna poput najljepšeg bisera
data/raw/audio/sm04500301009.wav,150924,4.715,majka dade kćeri svakojaka nakita zlata i srebra pehara
data/raw/audio/sm04500605040.wav,77084,2.408,nije još istreptao drijem iz očiju
data/raw/audio/sm04500503020.wav,197290,6.164,umakla mi neznanka djevojka sve mislim da se na krušku uzverala
data/raw/audio/sm04500601048.wav,37244,1.163,zaintačila se žena
data/raw/audio/sm04500302026.wav,28424,0.887,pravoj kraljevni
data/raw/audio/sm04500204024.wav,49484,1.545,njega mi moraš uhvatiti
data/raw/audio/sm04500102099.wav,58002,1.811,kad ti majka zabrani
data/raw/audio/sm04501002102.wav,90684,2.833,odmah ćeš dobiti moju kćer za ženu
data/raw/audio/sm04501001051.wav,219884,6.87,tako im valjade svu noć bdjeti i kraj guske čepiti
data/raw/audio/sm04500804069.wav,42732,1.334,lukavo će stara
data/raw/audio/sm04500302093.wav,63258,1.975,a momčić konrad pritrča
data/raw/audio/sm04500204079.wav,25326,0.79,a vepar
data/raw/audio/sm04500803038.wav,118340,3.697,podigoše je i vidješe da je prejako stegnuta
data/raw/audio/sm04500801021.wav,142764,4.46,imala je čudesno ogledalo odgovaralo ono na svako pitanje
data/raw/audio/sm04500801008.wav,185324,5.79,a kraljica kad ih vidje gdje se onako lijepo rumene na snježnoj bjelini
data/raw/audio/sm04500302032.wav,59224,1.849,morala je svakog jutra i svake večeri
data/raw/audio/sm04500202032.wav,55814,1.743,sretna što se domogla slobode
data/raw/audio/sm04500604065.wav,70124,2.19,vihor kidao lišće s drveća
data/raw/audio/sm04500402048.wav,84478,2.639,čarobinca spusti djevojčinu kosu
data/raw/audio/sm04500502091.wav,55244,1.725,kad bi tkogod došao po nju
data/raw/audio/sm04500701045.wav,112194,3.505,pratile ih vedrim pjesmicama i zvonkim cvrkutom
data/raw/audio/sm04500901052.wav,124044,3.875,obećavam ti sve što hoćeš samo mi donesi moju loptu
data/raw/audio/sm04500504041.wav,131448,4.106,ne nemamo odgovori otac
data/raw/audio/sm04500603003.wav,93564,2.922,ne nije to u redu
data/raw/audio/sm04501002086.wav,42270,1.32,dosita ćeš se najesti
data/raw/audio/sm04500805112.wav,49644,1.55,ostade ona kao skamenjena
data/raw/audio/sm04500401062.wav,81006,2.53,te će umrijeti ako joj ne donesem malko ove salate
data/raw/audio/sm04500603033.wav,18686,0.583,vidje ribar
data/raw/audio/sm04500804042.wav,118846,3.713,ode u tajnu sobicu u koju nitko nije ulazio niti je mogao ući
